timestamp_s,x_m,y_m,speed_kmh,heading_rad
24.260,87.2159,164.7887,35.442,2.39303
24.280,87.0723,164.9220,35.282,2.39335
24.300,86.9287,165.0552,35.248,2.39366
24.320,86.7848,165.1887,35.332,2.39396
24.340,86.6403,165.3226,35.462,2.39426
24.360,86.4953,165.4568,35.561,2.39455
24.380,86.3507,165.5907,35.478,2.39483
24.400,86.2072,165.7234,35.173,2.39511
24.420,86.0643,165.8555,35.029,2.39537
24.440,85.9212,165.9878,35.081,2.39563
24.460,85.7790,166.1191,34.841,2.39588
24.480,85.6366,166.2505,34.886,2.39613
24.500,85.4946,166.3816,34.780,2.39637
24.520,85.3530,166.5122,34.675,2.39660
24.540,85.2105,166.6435,34.877,2.39682
24.560,85.0679,166.7750,34.916,2.39703
24.580,84.9242,166.9073,35.163,2.39724
24.600,84.7812,167.0390,34.993,2.39744
24.620,84.6373,167.1714,35.197,2.39763
24.640,84.4927,167.3044,35.361,2.39782
24.660,84.3503,167.4354,34.822,2.39799
24.680,84.2080,167.5663,34.806,2.39816
24.700,84.0645,167.6981,35.083,2.39832
24.720,83.9204,167.8305,35.223,2.39848
24.740,83.7766,167.9626,35.144,2.39863
24.760,83.6330,168.0945,35.102,2.39877
24.780,83.4903,168.2255,34.867,2.39890
24.800,83.3474,168.3566,34.905,2.39902
24.820,83.2058,168.4865,34.582,2.39914
24.840,83.0650,168.6157,34.399,2.39925
24.860,82.9234,168.7457,34.600,2.39935
24.880,82.7817,168.8756,34.597,2.39945
24.900,82.6403,169.0052,34.531,2.39953
24.920,82.4990,169.1348,34.512,2.39961
24.940,82.3556,169.2662,35.006,2.39969
24.960,82.2115,169.3983,35.192,2.39975
24.980,82.0679,169.5298,35.053,2.39981
25.000,81.9231,169.6625,35.353,2.39986
25.020,81.7783,169.7951,35.337,2.39990
25.040,81.6330,169.9283,35.470,2.39994
25.060,81.4882,170.0610,35.364,2.39996
25.080,81.3440,170.1930,35.195,2.39998
25.100,81.1992,170.3257,35.340,2.39999
25.120,81.0550,170.4578,35.201,2.40000
25.140,80.9114,170.5893,35.061,2.40000
25.160,80.7671,170.7215,35.222,2.39999
25.180,80.6237,170.8529,35.013,2.39997
25.200,80.4813,170.9833,34.758,2.39994
25.220,80.3385,171.1141,34.856,2.39991
25.240,80.1972,171.2436,34.503,2.39987
25.260,80.0564,171.3726,34.368,2.39982
25.280,79.9159,171.5014,34.302,2.39977
25.300,79.7764,171.6292,34.060,2.39971
25.320,79.6378,171.7563,33.859,2.39963
25.340,79.4986,171.8839,33.978,2.39956
25.360,79.3593,172.0117,34.031,2.39947
25.380,79.2206,172.1388,33.861,2.39938
25.400,79.0816,172.2664,33.956,2.39928
25.420,78.9415,172.3949,34.230,2.39917
25.440,78.8023,172.5226,33.999,2.39906
25.460,78.6632,172.6504,34.010,2.39893
25.480,78.5225,172.7795,34.366,2.39880
25.500,78.3815,172.9091,34.476,2.39867
25.520,78.2398,173.0392,34.622,2.39852
25.540,78.0984,173.1692,34.586,2.39837
25.560,77.9575,173.2987,34.442,2.39821
25.580,77.8158,173.4290,34.648,2.39804
25.600,77.6737,173.5598,34.766,2.39786
25.620,77.5316,173.6906,34.757,2.39768
25.640,77.3899,173.8210,34.673,2.39749
25.660,77.2495,173.9503,34.358,2.39729
25.680,77.1090,174.0798,34.386,2.39709
25.700,76.9690,174.2088,34.262,2.39688
25.720,76.8292,174.3377,34.238,2.39666
25.740,76.6889,174.4672,34.359,2.39643
25.760,76.5480,174.5972,34.506,2.39619
25.780,76.4067,174.7277,34.636,2.39595
25.800,76.2637,174.8599,35.042,2.39570
25.820,76.1199,174.9928,35.251,2.39544
25.840,75.9766,175.1253,35.117,2.39518
25.860,75.8341,175.2572,34.970,2.39491
25.880,75.6898,175.3908,35.389,2.39463
25.900,75.5461,175.5240,35.269,2.39434
25.920,75.4024,175.6571,35.262,2.39405
25.940,75.2575,175.7916,35.576,2.39374
25.960,75.1114,175.9272,35.884,2.39343
25.980,74.9653,176.0628,35.875,2.39312
26.000,74.8192,176.1987,35.918,2.39279
26.020,74.6742,176.3334,35.624,2.39246
26.040,74.5300,176.4676,35.460,2.39212
26.060,74.3861,176.6016,35.395,2.39177
26.080,74.2423,176.7357,35.393,2.39142
26.100,74.0987,176.8696,35.335,2.39106
26.120,73.9551,177.0036,35.363,2.39069
26.140,73.8099,177.1392,35.757,2.39031
26.160,73.6644,177.2752,35.841,2.38993
26.180,73.5188,177.4114,35.897,2.38954
26.200,73.3732,177.5477,35.897,2.38914
26.220,73.2278,177.6840,35.866,2.38873
26.240,73.0816,177.8211,36.088,2.38832
26.260,72.9361,177.9576,35.909,2.38789
26.280,72.7908,178.0941,35.887,2.38747
26.300,72.6463,178.2299,35.690,2.38703
26.320,72.5019,178.3659,35.705,2.38659
26.340,72.3574,178.5020,35.727,2.38614
26.360,72.2123,178.6387,35.892,2.38568
26.380,72.0664,178.7764,36.108,2.38521
26.400,71.9201,178.9146,36.227,2.38474
26.420,71.7726,179.0540,36.519,2.38426
26.440,71.6241,179.1945,36.805,2.38377
26.460,71.4755,179.3354,36.862,2.38327
26.480,71.3266,179.4765,36.929,2.38277
26.500,71.1792,179.6164,36.581,2.38226
26.520,71.0316,179.7566,36.638,2.38174
26.540,70.8841,179.8969,36.637,2.38122
26.560,70.7380,180.0361,36.333,2.38069
26.580,70.5922,180.1751,36.256,2.38015
26.600,70.4457,180.3148,36.428,2.37960
26.620,70.3003,180.4537,36.205,2.37904
26.640,70.1540,180.5937,36.438,2.37848
26.660,70.0075,180.7340,36.523,2.37791
26.680,69.8611,180.8742,36.482,2.37734
26.700,69.7150,181.0145,36.457,2.37675
26.720,69.5684,181.1554,36.606,2.37616
26.740,69.4228,181.2954,36.348,2.37556
26.760,69.2759,181.4369,36.716,2.37496
26.780,69.1297,181.5779,36.569,2.37434
26.800,68.9841,181.7185,36.432,2.37372
26.820,68.8377,181.8600,36.651,2.37309
26.840,68.6908,182.0022,36.794,2.37246
26.860,68.5431,182.1454,37.032,2.37182
26.880,68.3947,182.2894,37.220,2.37117
26.900,68.2461,182.4338,37.288,2.37051
26.920,68.0986,182.5773,37.058,2.36984
26.940,67.9515,182.7207,36.973,2.36917
26.960,67.8043,182.8643,37.009,2.36849
26.980,67.6572,183.0080,37.006,2.36781
27.000,67.5118,183.1503,36.636,2.36711
27.020,67.3656,183.2935,36.824,2.36641
27.040,67.2184,183.4380,37.136,2.36570
27.060,67.0702,183.5836,37.400,2.36499
27.080,66.9228,183.7286,37.216,2.36426
27.100,66.7752,183.8740,37.295,2.36353
27.120,66.6293,184.0181,36.912,2.36280
27.140,66.4822,184.1634,37.216,2.36205
27.160,66.3366,184.3075,36.867,2.36130
27.180,66.1909,184.4520,36.941,2.36054
27.200,66.0444,184.5974,37.150,2.35977
27.220,65.8972,184.7438,37.383,2.35900
27.240,65.7498,184.8906,37.445,2.35822
27.260,65.6035,185.0365,37.188,2.35743
27.280,65.4574,185.1825,37.170,2.35663
27.300,65.3116,185.3284,37.121,2.35583
27.320,65.1657,185.4746,37.188,2.35502
27.340,65.0192,185.6217,37.366,2.35420
27.360,64.8724,185.7694,37.485,2.35338
27.380,64.7242,185.9187,37.867,2.35255
27.400,64.5756,186.0686,37.986,2.35171
27.420,64.4275,186.2183,37.916,2.35086
27.440,64.2783,186.3693,38.209,2.35001
27.460,64.1295,186.5203,38.152,2.34915
27.480,63.9806,186.6715,38.203,2.34828
27.500,63.8317,186.8230,38.236,2.34741
27.520,63.6846,186.9730,37.823,2.34652
27.540,63.5374,187.1234,37.873,2.34564
27.560,63.3901,187.2741,37.925,2.34474
27.580,63.2432,187.4247,37.887,2.34384
27.600,63.0964,187.5754,37.862,2.34293
27.620,62.9507,187.7253,37.630,2.34201
27.640,62.8051,187.8754,37.645,2.34108
27.660,62.6585,188.0267,37.916,2.34015
27.680,62.5122,188.1781,37.884,2.33921
27.700,62.3665,188.3292,37.790,2.33827
27.720,62.2213,188.4800,37.681,2.33731
27.740,62.0748,188.6323,38.044,2.33635
27.760,61.9295,188.7839,37.800,2.33538
27.780,61.7837,188.9362,37.952,2.33441
27.800,61.6379,189.0887,37.972,2.33343
27.820,61.4910,189.2428,38.318,2.33244
27.840,61.3434,189.3979,38.554,2.33144
27.860,61.1959,189.5532,38.538,2.33044
27.880,61.0497,189.7074,38.260,2.32943
27.900,60.9026,189.8629,38.518,2.32841
27.920,60.7547,190.0196,38.780,2.32739
27.940,60.6078,190.1756,38.581,2.32636
27.960,60.4605,190.3323,38.715,2.32532
27.980,60.3138,190.4886,38.571,2.32427
28.000,60.1679,190.6444,38.431,2.32322
28.020,60.0233,190.7993,38.142,2.32216
28.040,59.8782,190.9550,38.310,2.32109
28.060,59.7330,191.1110,38.358,2.32002
28.080,59.5877,191.2676,38.447,2.31894
28.100,59.4416,191.4253,38.709,2.31785
28.120,59.2952,191.5838,38.829,2.31676
28.140,59.1486,191.7428,38.934,2.31566
28.160,59.0016,191.9025,39.069,2.31455
28.180,58.8556,192.0616,38.878,2.31343
28.200,58.7097,192.2209,38.872,2.31231
28.220,58.5648,192.3794,38.654,2.31118
28.240,58.4208,192.5374,38.492,2.31005
28.260,58.2769,192.6956,38.476,2.30890
28.280,58.1326,192.8546,38.667,2.30775
28.300,57.9870,193.0154,39.037,2.30660
28.320,57.8424,193.1755,38.842,2.30543
28.340,57.6978,193.3360,38.873,2.30426
28.360,57.5534,193.4965,38.861,2.30308
28.380,57.4089,193.6576,38.956,2.30190
28.400,57.2642,193.8194,39.060,2.30071
28.420,57.1195,193.9815,39.126,2.29951
28.440,56.9756,194.1431,38.951,2.29830
28.460,56.8316,194.3052,39.023,2.29709
28.480,56.6872,194.4681,39.183,2.29587
28.500,56.5434,194.6308,39.091,2.29465
28.520,56.3985,194.7952,39.447,2.29342
28.540,56.2539,194.9596,39.405,2.29218
28.560,56.1100,195.1237,39.290,2.29093
28.580,55.9660,195.2882,39.344,2.28968
28.600,55.8224,195.4527,39.297,2.28842
28.620,55.6800,195.6163,39.051,2.28715
28.640,55.5378,195.7801,39.047,2.28588
28.660,55.3947,195.9452,39.334,2.28460
28.680,55.2505,196.1121,39.694,2.28331
28.700,55.1069,196.2788,39.592,2.28202
28.720,54.9630,196.4463,39.755,2.28071
28.740,54.8192,196.6141,39.779,2.27941
28.760,54.6754,196.7823,39.830,2.27809
28.780,54.5310,196.9516,40.058,2.27677
28.800,54.3863,197.1218,40.212,2.27545
28.820,54.2417,197.2923,40.239,2.27411
28.840,54.0980,197.4623,40.072,2.27277
28.860,53.9552,197.6316,39.870,2.27142
28.880,53.8126,197.8011,39.858,2.27007
28.900,53.6701,197.9710,39.917,2.26871
28.920,53.5275,198.1415,40.007,2.26734
28.940,53.3847,198.3128,40.148,2.26596
28.960,53.2414,198.4850,40.324,2.26458
28.980,53.0999,198.6556,39.892,2.26320
29.000,52.9581,198.8271,40.054,2.26180
29.020,52.8172,198.9979,39.866,2.26040
29.040,52.6758,199.1699,40.066,2.25899
29.060,52.5345,199.3422,40.127,2.25758
29.080,52.3930,199.5153,40.240,2.25616
29.100,52.2521,199.6882,40.143,2.25473
29.120,52.1112,199.8615,40.194,2.25330
29.140,51.9718,200.0335,39.858,2.25186
29.160,51.8320,200.2066,40.055,2.25041
29.180,51.6926,200.3796,39.995,2.24895
29.200,51.5550,200.5508,39.529,2.24749
29.220,51.4171,200.7231,39.720,2.24603
29.240,51.2784,200.8968,40.022,2.24455
29.260,51.1404,201.0701,39.865,2.24307
29.280,51.0020,201.2445,40.083,2.24159
29.300,50.8643,201.4186,39.948,2.24009
29.320,50.7283,201.5911,39.540,2.23859
29.340,50.5927,201.7635,39.476,2.23709
29.360,50.4573,201.9363,39.534,2.23558
29.380,50.3219,202.1095,39.558,2.23406
29.400,50.1868,202.2830,39.577,2.23253
29.420,50.0518,202.4569,39.630,2.23100
29.440,49.9169,202.6312,39.669,2.22946
29.460,49.7824,202.8055,39.630,2.22792
29.480,49.6486,202.9795,39.522,2.22637
29.500,49.5152,203.1536,39.474,2.22481
29.520,49.3822,203.3276,39.411,2.22324
29.540,49.2498,203.5015,39.356,2.22167
29.560,49.1182,203.6748,39.158,2.22010
29.580,48.9873,203.8478,39.060,2.21851
29.600,48.8566,204.0212,39.075,2.21692
29.620,48.7260,204.1949,39.131,2.21533
29.640,48.5957,204.3689,39.119,2.21373
29.660,48.4658,204.5429,39.086,2.21212
29.680,48.3358,204.7175,39.182,2.21050
29.700,48.2057,204.8930,39.329,2.20888
29.720,48.0754,205.0693,39.451,2.20725
29.740,47.9465,205.2443,39.136,2.20562
29.760,47.8181,205.4193,39.054,2.20398
29.780,47.6896,205.5949,39.181,2.20233
29.800,47.5611,205.7713,39.274,2.20068
29.820,47.4324,205.9483,39.397,2.19902
29.840,47.3039,206.1259,39.453,2.19736
29.860,47.1762,206.3030,39.300,2.19569
29.880,47.0480,206.4812,39.520,2.19401
29.900,46.9210,206.6586,39.275,2.19232
29.920,46.7937,206.8370,39.452,2.19063
29.940,46.6666,207.0157,39.449,2.18894
29.960,46.5408,207.1933,39.184,2.18724
29.980,46.4155,207.3708,39.113,2.18553
30.000,46.2898,207.5495,39.330,2.18381
30.020,46.1647,207.7279,39.224,2.18209
30.040,46.0406,207.9056,39.006,2.18036
30.060,45.9170,208.0833,38.954,2.17863
30.080,45.7942,208.2605,38.807,2.17689
30.100,45.6724,208.4368,38.581,2.17515
30.120,45.5507,208.6138,38.660,2.17340
30.140,45.4288,208.7916,38.804,2.17164
30.160,45.3076,208.9692,38.705,2.16987
30.180,45.1863,209.1474,38.799,2.16811
30.200,45.0657,209.3255,38.729,2.16633
30.220,44.9453,209.5038,38.711,2.16455
30.240,44.8253,209.6824,38.733,2.16276
30.260,44.7047,209.8624,39.002,2.16097
30.280,44.5841,210.0431,39.094,2.15917
30.300,44.4645,210.2231,38.914,2.15736
30.320,44.3449,210.4038,39.007,2.15555
30.340,44.2257,210.5845,38.967,2.15373
30.360,44.1071,210.7651,38.883,2.15191
30.380,43.9893,210.9452,38.732,2.15008
30.400,43.8719,211.1254,38.727,2.14824
30.420,43.7548,211.3059,38.716,2.14640
30.440,43.6383,211.4862,38.644,2.14455
30.460,43.5228,211.6655,38.393,2.14270
30.480,43.4086,211.8437,38.086,2.14084
30.500,43.2947,212.0221,38.109,2.13898
30.520,43.1810,212.2009,38.141,2.13710
30.540,43.0665,212.3818,38.534,2.13523
30.560,42.9524,212.5627,38.502,2.13335
30.580,42.8381,212.7447,38.686,2.13146
30.600,42.7236,212.9280,38.901,2.12956
30.620,42.6094,213.1114,38.890,2.12766
30.640,42.4955,213.2951,38.904,2.12576
30.660,42.3822,213.4787,38.826,2.12384
30.680,42.2683,213.6639,39.146,2.12193
30.700,42.1556,213.8481,38.874,2.12000
30.720,42.0432,214.0325,38.867,2.11808
30.740,41.9305,214.2183,39.116,2.11614
30.760,41.8182,214.4042,39.097,2.11420
30.780,41.7065,214.5899,38.994,2.11225
30.800,41.5951,214.7759,39.036,2.11030
30.820,41.4838,214.9627,39.131,2.10834
30.840,41.3726,215.1501,39.233,2.10638
30.860,41.2616,215.3380,39.284,2.10441
30.880,41.1505,215.5268,39.419,2.10244
30.900,41.0394,215.7166,39.589,2.10046
30.920,40.9292,215.9057,39.390,2.09847
30.940,40.8196,216.0946,39.322,2.09648
30.960,40.7099,216.2846,39.478,2.09448
30.980,40.6004,216.4751,39.566,2.09248
31.000,40.4911,216.6661,39.608,2.09047
31.020,40.3819,216.8579,39.729,2.08846
31.040,40.2726,217.0508,39.901,2.08644
31.060,40.1641,217.2431,39.746,2.08441
31.080,40.0566,217.4346,39.526,2.08238
31.100,39.9500,217.6253,39.318,2.08035
31.120,39.8430,217.8178,39.652,2.07831
31.140,39.7368,218.0096,39.463,2.07626
31.160,39.6312,218.2014,39.420,2.07421
31.180,39.5260,218.3933,39.387,2.07215
31.200,39.4207,218.5863,39.573,2.07009
31.220,39.3167,218.7780,39.260,2.06802
31.240,39.2131,218.9699,39.253,2.06594
31.260,39.1093,219.1631,39.471,2.06386
31.280,39.0054,219.3574,39.672,2.06178
31.300,38.9017,219.5524,39.746,2.05969
31.320,38.7985,219.7473,39.699,2.05759
31.340,38.6949,219.9440,40.015,2.05549
31.360,38.5925,220.1394,39.714,2.05338
31.380,38.4901,220.3360,39.891,2.05127
31.400,38.3878,220.5332,39.982,2.04916
31.420,38.2857,220.7311,40.089,2.04703
31.440,38.1839,220.9295,40.136,2.04491
31.460,38.0825,221.1283,40.173,2.04277
31.480,37.9810,221.3281,40.341,2.04063
31.500,37.8805,221.5271,40.133,2.03849
31.520,37.7810,221.7252,39.909,2.03634
31.540,37.6818,221.9237,39.938,2.03419
31.560,37.5830,222.1224,39.948,2.03203
31.580,37.4846,222.3215,39.977,2.02987
31.600,37.3859,222.5223,40.263,2.02770
31.620,37.2879,222.7227,40.159,2.02552
31.640,37.1900,222.9240,40.294,2.02334
31.660,37.0924,223.1259,40.363,2.02116
31.680,36.9942,223.3302,40.789,2.01897
31.700,36.8971,223.5333,40.537,2.01677
31.720,36.8006,223.7362,40.439,2.01457
31.740,36.7048,223.9389,40.357,2.01236
31.760,36.6089,224.1430,40.594,2.01015
31.780,36.5138,224.3466,40.447,2.00794
31.800,36.4184,224.5519,40.745,2.00572
31.820,36.3228,224.7588,41.033,2.00349
31.840,36.2273,224.9668,41.189,2.00126
31.860,36.1321,225.1754,41.267,1.99903
31.880,36.0380,225.3827,40.987,1.99678
31.900,35.9443,225.5904,41.020,1.99454
31.920,35.8517,225.7971,40.762,1.99229
31.940,35.7596,226.0036,40.697,1.99003
31.960,35.6680,226.2105,40.734,1.98777
31.980,35.5769,226.4173,40.678,1.98551
32.000,35.4860,226.6253,40.849,1.98324
32.020,35.3955,226.8333,40.826,1.98096
32.040,35.3062,227.0400,40.547,1.97868
32.060,35.2177,227.2460,40.356,1.97640
32.080,35.1302,227.4511,40.127,1.97411
32.100,35.0433,227.6560,40.070,1.97181
32.120,34.9564,227.8623,40.295,1.96951
32.140,34.8698,228.0693,40.386,1.96721
32.160,34.7835,228.2768,40.447,1.96490
32.180,34.6982,228.4833,40.216,1.96258
32.200,34.6124,228.6922,40.642,1.96027
32.220,34.5272,228.9012,40.637,1.95794
32.240,34.4416,229.1127,41.072,1.95561
32.260,34.3567,229.3236,40.916,1.95328
32.280,34.2726,229.5341,40.814,1.95094
32.300,34.1880,229.7473,41.282,1.94860
32.320,34.1043,229.9597,41.088,1.94625
32.340,34.0209,230.1726,41.163,1.94390
32.360,33.9382,230.3855,41.103,1.94155
32.380,33.8563,230.5977,40.956,1.93918
32.400,33.7740,230.8122,41.345,1.93682
32.420,33.6927,231.0259,41.164,1.93445
32.440,33.6115,231.2407,41.326,1.93207
32.460,33.5305,231.4567,41.525,1.92969
32.480,33.4504,231.6719,41.343,1.92731
32.500,33.3714,231.8856,41.001,1.92492
32.520,33.2935,232.0978,40.681,1.92253
32.540,33.2164,232.3094,40.537,1.92013
32.560,33.1398,232.5214,40.577,1.91773
32.580,33.0635,232.7338,40.637,1.91532
32.600,32.9878,232.9463,40.603,1.91291
32.620,32.9127,233.1589,40.584,1.91050
32.640,32.8378,233.3726,40.759,1.90808
32.660,32.7631,233.5872,40.898,1.90565
32.680,32.6888,233.8023,40.966,1.90322
32.700,32.6153,234.0171,40.855,1.90079
32.720,32.5420,234.2327,40.995,1.89835
32.740,32.4692,234.4487,41.027,1.89591
32.760,32.3972,234.6641,40.893,1.89347
32.780,32.3259,234.8792,40.789,1.89102
32.800,32.2547,235.0957,41.010,1.88856
32.820,32.1834,235.3140,41.342,1.88610
32.840,32.1129,235.5320,41.247,1.88364
32.860,32.0436,235.7483,40.873,1.88117
32.880,31.9746,235.9652,40.979,1.87870
32.900,31.9064,236.1815,40.816,1.87622
32.920,31.8385,236.3986,40.948,1.87374
32.940,31.7713,236.6155,40.880,1.87126
32.960,31.7040,236.8348,41.282,1.86877
32.980,31.6372,237.0543,41.302,1.86628
33.000,31.5706,237.2748,41.464,1.86378
33.020,31.5050,237.4944,41.246,1.86128
33.040,31.4407,237.7114,40.738,1.85877
33.060,31.3769,237.9287,40.762,1.85626
33.080,31.3137,238.1464,40.810,1.85375
33.100,31.2507,238.3649,40.939,1.85123
33.120,31.1885,238.5831,40.840,1.84871
33.140,31.1271,238.8002,40.607,1.84618
33.160,31.0668,239.0159,40.319,1.84365
33.180,31.0068,239.2323,40.418,1.84112
33.200,30.9472,239.4495,40.546,1.83858
33.220,30.8884,239.6661,40.389,1.83604
33.240,30.8302,239.8822,40.294,1.83349
33.260,30.7728,240.0979,40.163,1.83094
33.280,30.7165,240.3118,39.821,1.82839
33.300,30.6606,240.5261,39.857,1.82583
33.320,30.6051,240.7413,40.010,1.82327
33.340,30.5502,240.9564,39.969,1.82070
33.360,30.4962,241.1704,39.713,1.81813
33.380,30.4427,241.3842,39.678,1.81556
33.400,30.3896,241.5995,39.923,1.81298
33.420,30.3364,241.8171,40.307,1.81040
33.440,30.2838,242.0350,40.355,1.80782
33.460,30.2319,242.2523,40.213,1.80523
33.480,30.1810,242.4678,39.856,1.80264
33.500,30.1310,242.6819,39.577,1.80004
33.520,30.0816,242.8961,39.561,1.79744
33.540,30.0328,243.1106,39.602,1.79484
33.560,29.9844,243.3255,39.648,1.79223
33.580,29.9366,243.5402,39.601,1.78962
33.600,29.8898,243.7536,39.323,1.78700
33.620,29.8438,243.9656,39.039,1.78439
33.640,29.7983,244.1778,39.066,1.78176
33.660,29.7536,244.3893,38.917,1.77914
33.680,29.7092,244.6022,39.152,1.77651
33.700,29.6656,244.8139,38.890,1.77388
33.720,29.6223,245.0272,39.193,1.77124
33.740,29.5796,245.2401,39.073,1.76860
33.760,29.5375,245.4532,39.114,1.76596
33.780,29.4958,245.6668,39.154,1.76331
33.800,29.4549,245.8800,39.092,1.76066
33.820,29.4148,246.0914,38.729,1.75800
33.840,29.3754,246.3025,38.643,1.75535
33.860,29.3363,246.5151,38.917,1.75269
33.880,29.2980,246.7266,38.686,1.75002
33.900,29.2606,246.9363,38.354,1.74735
33.920,29.2237,247.1460,38.315,1.74468
33.940,29.1876,247.3553,38.241,1.74201
33.960,29.1521,247.5635,38.008,1.73933
33.980,29.1174,247.7710,37.873,1.73665
34.000,29.0833,247.9782,37.786,1.73396
34.020,29.0498,248.1850,37.712,1.73127
34.040,29.0169,248.3920,37.741,1.72858
34.060,28.9844,248.5999,37.868,1.72589
34.080,28.9524,248.8082,37.938,1.72319
34.100,28.9209,249.0170,37.999,1.72049
34.120,28.8897,249.2275,38.302,1.71778
34.140,28.8590,249.4391,38.499,1.71507
34.160,28.8292,249.6480,37.975,1.71236
34.180,28.8001,249.8566,37.909,1.70965
34.200,28.7717,250.0637,37.626,1.70693
34.220,28.7440,250.2702,37.502,1.70421
34.240,28.7167,250.4775,37.640,1.70149
34.260,28.6901,250.6847,37.604,1.69876
34.280,28.6640,250.8915,37.527,1.69603
34.300,28.6384,251.0998,37.764,1.69330
34.320,28.6135,251.3066,37.493,1.69056
34.340,28.5892,251.5133,37.476,1.68782
34.360,28.5654,251.7207,37.575,1.68508
34.380,28.5422,251.9282,37.580,1.68233
34.400,28.5196,252.1346,37.370,1.67958
34.420,28.4976,252.3410,37.366,1.67683
34.440,28.4762,252.5483,37.511,1.67408
34.460,28.4552,252.7560,37.576,1.67132
34.480,28.4348,252.9641,37.633,1.66856
34.500,28.4149,253.1725,37.688,1.66580
34.520,28.3956,253.3811,37.713,1.66303
34.540,28.3770,253.5886,37.489,1.66026
34.560,28.3590,253.7958,37.434,1.65749
34.580,28.3416,254.0034,37.511,1.65471
34.600,28.3249,254.2080,36.951,1.65194
34.620,28.3088,254.4134,37.087,1.64916
34.640,28.2932,254.6192,37.148,1.64637
34.660,28.2783,254.8240,36.952,1.64359
34.680,28.2640,255.0280,36.818,1.64080
34.700,28.2503,255.2319,36.781,1.63801
34.720,28.2371,255.4362,36.856,1.63521
34.740,28.2245,255.6402,36.788,1.63241
34.760,28.2124,255.8454,36.999,1.62962
34.780,28.2009,256.0511,37.073,1.62681
34.800,28.1900,256.2559,36.931,1.62401
34.820,28.1796,256.4604,36.846,1.62120
34.840,28.1699,256.6651,36.887,1.61839
34.860,28.1607,256.8705,37.019,1.61558
34.880,28.1520,257.0767,37.141,1.61276
34.900,28.1440,257.2828,37.123,1.60994
34.920,28.1365,257.4890,37.150,1.60712
34.940,28.1296,257.6953,37.146,1.60430
34.960,28.1232,257.9024,37.294,1.60147
34.980,28.1175,258.1085,37.116,1.59864
35.000,28.1123,258.3152,37.225,1.59581
35.020,28.1077,258.5201,36.891,1.59298
35.040,28.1038,258.7255,36.972,1.59014
35.060,28.1004,258.9311,37.019,1.58731
35.080,28.0976,259.1368,37.019,1.58446
35.100,28.0954,259.3403,36.635,1.58162
35.120,28.0937,259.5454,36.917,1.57878
35.140,28.0927,259.7513,37.078,1.57593
35.160,28.0922,259.9574,37.083,1.57308
35.180,28.0923,260.1638,37.166,1.57023
35.200,28.0930,260.3694,36.996,1.56737
35.220,28.0943,260.5754,37.089,1.56451
35.240,28.0962,260.7830,37.369,1.56165
35.260,28.0987,260.9894,37.157,1.55879
35.280,28.1018,261.1985,37.642,1.55593
35.300,28.1055,261.4072,37.563,1.55306
35.320,28.1098,261.6167,37.712,1.55019
35.340,28.1147,261.8253,37.564,1.54732
35.360,28.1202,262.0343,37.634,1.54445
35.380,28.1263,262.2420,37.405,1.54158
35.400,28.1329,262.4490,37.286,1.53870
35.420,28.1402,262.6558,37.245,1.53582
35.440,28.1480,262.8619,37.127,1.53294
35.460,28.1564,263.0678,37.083,1.53006
35.480,28.1654,263.2746,37.259,1.52717
35.500,28.1750,263.4801,37.029,1.52428
35.520,28.1851,263.6844,36.814,1.52139
35.540,28.1958,263.8886,36.822,1.51850
35.560,28.2070,264.0923,36.721,1.51561
35.580,28.2188,264.2950,36.540,1.51271
35.600,28.2312,264.4978,36.564,1.50982
35.620,28.2441,264.6999,36.462,1.50692
35.640,28.2576,264.9024,36.523,1.50402
35.660,28.2718,265.1047,36.516,1.50111
35.680,28.2865,265.3069,36.480,1.49821
35.700,28.3017,265.5089,36.467,1.49530
35.720,28.3177,265.7119,36.651,1.49239
35.740,28.3343,265.9161,36.888,1.48948
35.760,28.3516,266.1202,36.859,1.48657
35.780,28.3693,266.3232,36.674,1.48366
35.800,28.3875,266.5246,36.402,1.48074
35.820,28.4060,266.7237,36.000,1.47782
35.840,28.4251,266.9216,35.788,1.47490
35.860,28.4446,267.1186,35.635,1.47198
35.880,28.4647,267.3155,35.625,1.46906
35.900,28.4852,267.5105,35.287,1.46613
35.920,28.5064,267.7068,35.544,1.46321
35.940,28.5283,267.9041,35.735,1.46028
35.960,28.5509,268.1026,35.960,1.45735
35.980,28.5740,268.3005,35.867,1.45442
36.000,28.5978,268.4986,35.911,1.45149
36.020,28.6220,268.6957,35.741,1.44855
36.040,28.6470,268.8942,36.020,1.44562
36.060,28.6724,269.0915,35.801,1.44268
36.080,28.6983,269.2882,35.709,1.43974
36.100,28.7250,269.4862,35.965,1.43680
36.120,28.7526,269.6866,36.413,1.43386
36.140,28.7808,269.8868,36.397,1.43092
36.160,28.8096,270.0866,36.322,1.42797
36.180,28.8385,270.2837,35.871,1.42503
36.200,28.8683,270.4825,36.179,1.42208
36.220,28.8987,270.6815,36.234,1.41913
36.240,28.9294,270.8785,35.895,1.41618
36.260,28.9608,271.0763,36.052,1.41323
36.280,28.9929,271.2747,36.162,1.41027
36.300,29.0256,271.4725,36.099,1.40732
36.320,29.0587,271.6698,35.998,1.40437
36.340,29.0926,271.8676,36.130,1.40141
36.360,29.1270,272.0656,36.172,1.39845
36.380,29.1621,272.2639,36.259,1.39549
